return_id,order_id,product_id,category,return_date,return_reason,refund_amount,country
RET2186,ORD117065,PRD1033,Belts,2022-03-04,Wrong size,86.54,United States
RET2187,ORD117087,PRD1023,Sunglasses,2023-03-17,Changed mind,120.94,United States
RET2188,ORD117131,PRD1003,Bags,2024-03-04,Not as described,87.9,United States
RET2189,ORD117137,PRD1020,Watches,2022-06-14,Better price found,412.66,United Kingdom
RET2190,ORD117167,PRD1020,Watches,2022-02-21,Changed mind,412.66,Canada
RET2191,ORD117170,PRD1026,Sunglasses,2022-11-17,Defective item,148.49,United States
RET2192,ORD117193,PRD1017,Watches,2023-11-01,Wrong size,330.2,Australia
RET2193,ORD117201,PRD1001,Bags,2023-11-27,Not as described,148.0,United Kingdom
RET2194,ORD117212,PRD1013,Jewellery,2023-06-03,Wrong size,28.54,United States
RET2195,ORD117245,PRD1004,Bags,2022-12-14,Wrong size,136.77,United States
RET2196,ORD117247,PRD1006,Bags,2023-02-01,Gift return,45.21,United Kingdom
RET2197,ORD117281,PRD1015,Jewellery,2023-08-27,Defective item,33.82,United Kingdom
RET2198,ORD117284,PRD1017,Watches,2022-09-11,Changed mind,330.2,United States
RET2199,ORD117290,PRD1032,Belts,2024-01-01,Not as described,69.94,Canada
RET2200,ORD117292,PRD1022,Watches,2023-04-22,Wrong size,111.06,Canada
RET2201,ORD117311,PRD1026,Sunglasses,2024-01-02,Wrong size,148.49,United States
RET2202,ORD117317,PRD1008,Bags,2023-07-29,Better price found,51.34,United Kingdom
RET2203,ORD117319,PRD1024,Sunglasses,2024-07-16,Changed mind,76.03,United Kingdom
RET2204,ORD117327,PRD1005,Bags,2022-12-23,Changed mind,50.66,United Kingdom
RET2205,ORD117359,PRD1018,Watches,2022-05-18,Not as described,289.08,United Kingdom
RET2206,ORD117359,PRD1030,Scarves,2022-05-13,Wrong size,106.99,United Kingdom
RET2207,ORD117383,PRD1003,Bags,2022-12-06,Better price found,87.9,Canada
RET2208,ORD117383,PRD1009,Jewellery,2022-11-12,Better price found,25.56,Canada
RET2209,ORD117395,PRD1014,Jewellery,2023-12-01,Defective item,109.25,United Kingdom
RET2210,ORD117398,PRD1004,Bags,2022-04-03,Defective item,136.77,Canada
RET2211,ORD117418,PRD1003,Bags,2023-03-14,Wrong size,87.9,Australia
RET2212,ORD117432,PRD1011,Jewellery,2023-11-15,Wrong size,79.96,Canada
RET2213,ORD117450,PRD1020,Watches,2024-09-05,Gift return,412.66,United States
RET2214,ORD117482,PRD1021,Watches,2023-02-15,Wrong size,210.92,United States
RET2215,ORD117498,PRD1020,Watches,2024-09-16,Not as described,412.66,Australia
RET2216,ORD117504,PRD1001,Bags,2024-09-12,Defective item,148.0,United States
RET2217,ORD117515,PRD1020,Watches,2023-12-13,Changed mind,412.66,United Kingdom
RET2218,ORD117516,PRD1020,Watches,2022-12-29,Gift return,412.66,United States
RET2219,ORD117521,PRD1016,Jewellery,2022-12-31,Wrong size,23.57,United Kingdom
RET2220,ORD117542,PRD1025,Sunglasses,2023-10-30,Wrong size,69.07,United Kingdom
RET2221,ORD117571,PRD1024,Sunglasses,2024-02-15,Better price found,76.03,Canada
RET2222,ORD117576,PRD1005,Bags,2022-08-04,Changed mind,50.66,United States
RET2223,ORD117595,PRD1021,Watches,2022-09-02,Gift return,210.92,United States
RET2224,ORD117611,PRD1018,Watches,2022-12-28,Changed mind,289.08,United Kingdom
RET2225,ORD117621,PRD1021,Watches,2023-07-13,Gift return,210.92,United States
RET2226,ORD117642,PRD1012,Jewellery,2023-10-19,Changed mind,157.31,Canada
RET2227,ORD117691,PRD1025,Sunglasses,2023-01-06,Defective item,69.07,United States
RET2228,ORD117693,PRD1005,Bags,2024-08-22,Wrong size,50.66,United States
RET2229,ORD117693,PRD1015,Jewellery,2024-08-01,Wrong size,33.82,United States
RET2230,ORD117695,PRD1007,Bags,2024-01-09,Wrong size,128.67,Canada
RET2231,ORD117704,PRD1002,Bags,2024-08-23,Defective item,259.42,United States
RET2232,ORD117727,PRD1026,Sunglasses,2022-04-03,Wrong size,148.49,Canada
RET2233,ORD117752,PRD1014,Jewellery,2023-02-22,Changed mind,109.25,Australia
RET2234,ORD117779,PRD1026,Sunglasses,2024-08-22,Better price found,148.49,Australia
RET2235,ORD117786,PRD1021,Watches,2022-05-22,Defective item,210.92,United States
RET2236,ORD117803,PRD1019,Watches,2022-12-26,Not as described,394.01,United States
RET2237,ORD117805,PRD1006,Bags,2022-09-17,Not as described,45.21,United States
RET2238,ORD117845,PRD1021,Watches,2023-12-19,Not as described,210.92,Canada
RET2239,ORD117847,PRD1008,Bags,2023-09-03,Changed mind,51.34,United Kingdom
RET2240,ORD117856,PRD1009,Jewellery,2023-01-04,Not as described,25.56,United Kingdom
RET2241,ORD117871,PRD1024,Sunglasses,2023-03-23,Wrong size,76.03,United States
RET2242,ORD117878,PRD1010,Jewellery,2023-01-05,Changed mind,91.88,Australia
RET2243,ORD117895,PRD1029,Scarves,2023-10-11,Gift return,113.0,United States
RET2244,ORD117908,PRD1024,Sunglasses,2022-08-22,Defective item,76.03,Australia
RET2245,ORD117910,PRD1001,Bags,2024-10-21,Defective item,148.0,United States
RET2246,ORD117921,PRD1014,Jewellery,2023-05-23,Wrong size,109.25,United States
RET2247,ORD117925,PRD1024,Sunglasses,2023-10-09,Better price found,76.03,Canada
RET2248,ORD117934,PRD1019,Watches,2024-01-20,Changed mind,394.01,United Kingdom
RET2249,ORD118003,PRD1014,Jewellery,2022-10-24,Changed mind,109.25,United States
RET2250,ORD118009,PRD1030,Scarves,2024-03-04,Better price found,106.99,United States
RET2251,ORD118032,PRD1031,Belts,2023-02-01,Changed mind,24.77,Australia
RET2252,ORD118041,PRD1006,Bags,2022-09-27,Changed mind,45.21,Canada
RET2253,ORD118043,PRD1023,Sunglasses,2023-03-20,Better price found,120.94,United States
RET2254,ORD118053,PRD1016,Jewellery,2023-07-22,Wrong size,23.57,Australia
RET2255,ORD118058,PRD1025,Sunglasses,2022-11-08,Wrong size,69.07,United States
RET2256,ORD118069,PRD1003,Bags,2023-11-08,Defective item,87.9,Australia
RET2257,ORD118074,PRD1026,Sunglasses,2024-03-12,Wrong size,148.49,United States
RET2258,ORD118074,PRD1028,Scarves,2024-02-24,Defective item,92.58,United States
RET2259,ORD118098,PRD1008,Bags,2023-02-19,Defective item,51.34,United Kingdom
RET2260,ORD118110,PRD1019,Watches,2022-11-17,Changed mind,394.01,Canada
RET2261,ORD118117,PRD1014,Jewellery,2024-08-14,Better price found,109.25,United States
RET2262,ORD118177,PRD1001,Bags,2024-01-02,Wrong size,148.0,United Kingdom
RET2263,ORD118177,PRD1013,Jewellery,2023-12-24,Not as described,28.54,United Kingdom
RET2264,ORD118183,PRD1021,Watches,2024-01-10,Changed mind,210.92,United States
RET2265,ORD118183,PRD1020,Watches,2024-01-05,Wrong size,412.66,United States
RET2266,ORD118201,PRD1007,Bags,2022-12-28,Gift return,128.67,United States
RET2267,ORD118212,PRD1001,Bags,2024-05-22,Changed mind,148.0,United States
RET2268,ORD118272,PRD1003,Bags,2022-09-30,Defective item,87.9,United States
RET2269,ORD118281,PRD1006,Bags,2022-03-27,Wrong size,45.21,United Kingdom
RET2270,ORD118294,PRD1011,Jewellery,2022-09-14,Changed mind,79.96,United States
RET2271,ORD118317,PRD1022,Watches,2024-06-26,Wrong size,111.06,United Kingdom
RET2272,ORD118334,PRD1013,Jewellery,2023-12-22,Better price found,28.54,Canada
RET2273,ORD118364,PRD1029,Scarves,2024-05-10,Defective item,113.0,United States
RET2274,ORD118418,PRD1011,Jewellery,2024-01-16,Defective item,79.96,United States
RET2275,ORD118421,PRD1009,Jewellery,2023-09-19,Wrong size,25.56,Canada
RET2276,ORD118449,PRD1033,Belts,2023-06-18,Changed mind,86.54,United States
RET2277,ORD118485,PRD1028,Scarves,2022-11-20,Not as described,92.58,Australia
RET2278,ORD118498,PRD1019,Watches,2024-09-15,Wrong size,394.01,Canada
RET2279,ORD118521,PRD1020,Watches,2022-09-19,Wrong size,412.66,United Kingdom
RET2280,ORD118530,PRD1023,Sunglasses,2024-06-06,Defective item,120.94,United States
RET2281,ORD118538,PRD1008,Bags,2024-08-15,Changed mind,51.34,United States
RET2282,ORD118553,PRD1022,Watches,2023-02-25,Better price found,111.06,United Kingdom
RET2283,ORD118580,PRD1021,Watches,2022-12-24,Defective item,210.92,Australia
RET2284,ORD118587,PRD1018,Watches,2022-12-20,Gift return,289.08,United Kingdom
RET2285,ORD118638,PRD1008,Bags,2023-10-22,Not as described,51.34,United States
RET2286,ORD118667,PRD1004,Bags,2023-11-28,Better price found,136.77,United States
RET2287,ORD118706,PRD1017,Watches,2024-01-02,Wrong size,330.2,United States
RET2288,ORD118725,PRD1005,Bags,2023-07-11,Better price found,50.66,Australia
RET2289,ORD118803,PRD1003,Bags,2022-12-10,Not as described,87.9,Australia
RET2290,ORD118826,PRD1019,Watches,2023-04-02,Changed mind,394.01,Canada
RET2291,ORD118826,PRD1025,Sunglasses,2023-04-16,Changed mind,69.07,Canada
RET2292,ORD118832,PRD1014,Jewellery,2024-01-04,Changed mind,109.25,United States
RET2293,ORD118837,PRD1011,Jewellery,2022-11-20,Not as described,79.96,United States
RET2294,ORD118850,PRD1018,Watches,2022-11-15,Not as described,289.08,Canada
RET2295,ORD118861,PRD1011,Jewellery,2023-08-07,Not as described,79.96,United States
RET2296,ORD118865,PRD1020,Watches,2024-05-20,Better price found,412.66,United States
RET2297,ORD118866,PRD1030,Scarves,2022-11-04,Changed mind,106.99,Australia
RET2298,ORD118867,PRD1027,Sunglasses,2024-01-23,Defective item,35.64,United States
RET2299,ORD118886,PRD1004,Bags,2023-10-30,Changed mind,136.77,United States
RET2300,ORD118913,PRD1032,Belts,2022-11-06,Wrong size,69.94,United Kingdom
RET2301,ORD118913,PRD1030,Scarves,2022-11-22,Wrong size,106.99,United Kingdom
RET2302,ORD118914,PRD1026,Sunglasses,2023-12-18,Wrong size,148.49,Australia
RET2303,ORD118929,PRD1020,Watches,2023-06-18,Changed mind,412.66,United States
RET2304,ORD118941,PRD1029,Scarves,2023-09-16,Better price found,113.0,United States
RET2305,ORD118947,PRD1027,Sunglasses,2022-08-12,Defective item,35.64,United States
RET2306,ORD118953,PRD1004,Bags,2023-05-09,Wrong size,136.77,United States
RET2307,ORD118955,PRD1028,Scarves,2023-05-05,Not as described,92.58,United Kingdom
RET2308,ORD118998,PRD1002,Bags,2024-11-09,Wrong size,259.42,United Kingdom
RET2309,ORD119003,PRD1012,Jewellery,2023-09-07,Changed mind,157.31,Canada
RET2310,ORD119006,PRD1002,Bags,2023-12-24,Wrong size,259.42,United States
RET2311,ORD119022,PRD1007,Bags,2024-02-14,Wrong size,128.67,United States
RET2312,ORD119031,PRD1008,Bags,2024-01-14,Wrong size,51.34,United Kingdom
RET2313,ORD119031,PRD1003,Bags,2024-01-16,Changed mind,87.9,United Kingdom
RET2314,ORD119038,PRD1014,Jewellery,2022-02-20,Better price found,109.25,United States
RET2315,ORD119054,PRD1003,Bags,2023-03-18,Not as described,87.9,United States
RET2316,ORD119096,PRD1002,Bags,2023-12-16,Wrong size,259.42,Australia
RET2317,ORD119097,PRD1008,Bags,2024-06-25,Changed mind,51.34,United States
RET2318,ORD119106,PRD1010,Jewellery,2023-11-28,Gift return,91.88,United Kingdom
RET2319,ORD119113,PRD1031,Belts,2023-11-21,Not as described,24.77,Australia
RET2320,ORD119122,PRD1007,Bags,2022-05-30,Changed mind,128.67,United Kingdom
RET2321,ORD119131,PRD1020,Watches,2023-11-20,Better price found,412.66,United States
RET2322,ORD119217,PRD1032,Belts,2023-08-21,Wrong size,69.94,United Kingdom
RET2323,ORD119224,PRD1027,Sunglasses,2022-06-18,Not as described,35.64,Canada
RET2324,ORD119235,PRD1020,Watches,2023-12-18,Not as described,412.66,United States
RET2325,ORD119236,PRD1005,Bags,2023-06-29,Changed mind,50.66,United States
RET2326,ORD119245,PRD1001,Bags,2022-12-21,Gift return,148.0,Canada
RET2327,ORD119258,PRD1014,Jewellery,2022-05-22,Wrong size,109.25,Canada
RET2328,ORD119291,PRD1029,Scarves,2023-03-11,Defective item,113.0,United States
RET2329,ORD119321,PRD1010,Jewellery,2024-07-17,Defective item,91.88,United Kingdom
RET2330,ORD119328,PRD1001,Bags,2022-12-15,Changed mind,148.0,United Kingdom
RET2331,ORD119338,PRD1008,Bags,2022-04-04,Not as described,51.34,United States
RET2332,ORD119340,PRD1021,Watches,2023-01-14,Wrong size,210.92,United States
RET2333,ORD119349,PRD1014,Jewellery,2024-08-28,Defective item,109.25,United States
RET2334,ORD119356,PRD1004,Bags,2023-02-10,Wrong size,136.77,United States
RET2335,ORD119371,PRD1001,Bags,2024-03-16,Wrong size,148.0,Canada
RET2336,ORD119372,PRD1005,Bags,2024-11-03,Wrong size,50.66,United States
RET2337,ORD119376,PRD1004,Bags,2022-11-26,Defective item,136.77,Canada
RET2338,ORD119383,PRD1007,Bags,2023-01-22,Wrong size,128.67,United Kingdom
RET2339,ORD119395,PRD1008,Bags,2022-09-15,Changed mind,51.34,Australia
RET2340,ORD119405,PRD1024,Sunglasses,2023-03-19,Changed mind,76.03,United Kingdom
RET2341,ORD119451,PRD1024,Sunglasses,2024-02-23,Wrong size,76.03,Canada
RET2342,ORD119469,PRD1014,Jewellery,2023-11-23,Wrong size,109.25,United Kingdom
RET2343,ORD119485,PRD1018,Watches,2023-06-13,Defective item,289.08,United Kingdom
RET2344,ORD119531,PRD1002,Bags,2023-03-16,Changed mind,259.42,United Kingdom
RET2345,ORD119551,PRD1008,Bags,2024-02-17,Wrong size,51.34,United States
RET2346,ORD119553,PRD1026,Sunglasses,2023-11-17,Better price found,148.49,United States
RET2347,ORD119562,PRD1024,Sunglasses,2022-05-23,Wrong size,76.03,Canada
RET2348,ORD119567,PRD1003,Bags,2023-05-22,Better price found,87.9,United States
RET2349,ORD119567,PRD1020,Watches,2023-05-25,Changed mind,412.66,United States
RET2350,ORD119615,PRD1024,Sunglasses,2023-12-21,Wrong size,76.03,United States
RET2351,ORD119637,PRD1016,Jewellery,2022-08-16,Changed mind,23.57,United States
RET2352,ORD119696,PRD1002,Bags,2024-10-24,Wrong size,259.42,United States
RET2353,ORD119696,PRD1001,Bags,2024-10-05,Defective item,148.0,United States
RET2354,ORD119705,PRD1019,Watches,2024-10-27,Changed mind,394.01,United States
RET2355,ORD119711,PRD1002,Bags,2023-12-05,Not as described,259.42,United Kingdom
RET2356,ORD119740,PRD1004,Bags,2024-09-03,Changed mind,136.77,Australia
RET2357,ORD119790,PRD1001,Bags,2022-05-25,Changed mind,148.0,United Kingdom
RET2358,ORD119852,PRD1005,Bags,2022-10-26,Better price found,50.66,United Kingdom
RET2359,ORD119879,PRD1015,Jewellery,2024-07-04,Changed mind,33.82,United States
RET2360,ORD119913,PRD1007,Bags,2023-11-23,Changed mind,128.67,United States
RET2361,ORD119940,PRD1009,Jewellery,2023-01-12,Gift return,25.56,United Kingdom
RET2362,ORD119961,PRD1006,Bags,2024-07-17,Changed mind,45.21,Australia
RET2363,ORD119966,PRD1031,Belts,2022-03-06,Better price found,24.77,United Kingdom
RET2364,ORD119970,PRD1002,Bags,2024-01-10,Wrong size,259.42,United States
RET2365,ORD120036,PRD1009,Jewellery,2024-09-14,Wrong size,25.56,United States
RET2366,ORD120041,PRD1023,Sunglasses,2022-03-11,Wrong size,120.94,United States
RET2367,ORD120041,PRD1017,Watches,2022-02-22,Better price found,330.2,United States
RET2368,ORD120044,PRD1004,Bags,2024-01-20,Defective item,136.77,United States
RET2369,ORD120076,PRD1022,Watches,2022-10-01,Wrong size,111.06,United Kingdom
RET2370,ORD120077,PRD1029,Scarves,2023-10-22,Not as described,113.0,United States
RET2371,ORD120100,PRD1005,Bags,2022-08-03,Wrong size,50.66,Australia
RET2372,ORD120100,PRD1027,Sunglasses,2022-08-13,Wrong size,35.64,Australia
RET2373,ORD120102,PRD1003,Bags,2023-12-18,Wrong size,87.9,United States
RET2374,ORD120111,PRD1031,Belts,2023-12-28,Not as described,24.77,Canada
RET2375,ORD120113,PRD1022,Watches,2024-03-04,Changed mind,111.06,United States
RET2376,ORD120119,PRD1011,Jewellery,2023-06-19,Defective item,79.96,United Kingdom
RET2377,ORD120140,PRD1002,Bags,2024-02-11,Wrong size,259.42,Canada
RET2378,ORD120150,PRD1019,Watches,2023-11-10,Defective item,394.01,United States
RET2379,ORD120157,PRD1007,Bags,2024-05-03,Defective item,128.67,Australia
RET2380,ORD120171,PRD1018,Watches,2022-03-12,Not as described,289.08,United Kingdom
RET2381,ORD120187,PRD1019,Watches,2024-05-18,Changed mind,394.01,United States
RET2382,ORD120192,PRD1006,Bags,2022-11-09,Changed mind,45.21,Canada
RET2383,ORD120201,PRD1002,Bags,2024-03-13,Defective item,259.42,United States
RET2384,ORD120210,PRD1026,Sunglasses,2023-12-01,Wrong size,148.49,Canada
RET2385,ORD120236,PRD1011,Jewellery,2023-02-06,Wrong size,79.96,United Kingdom
RET2386,ORD120239,PRD1030,Scarves,2024-05-25,Wrong size,106.99,United States
RET2387,ORD120282,PRD1001,Bags,2023-03-07,Defective item,148.0,United States
RET2388,ORD120289,PRD1013,Jewellery,2023-01-01,Not as described,28.54,United States
RET2389,ORD120292,PRD1017,Watches,2023-09-04,Changed mind,330.2,United States
RET2390,ORD120315,PRD1008,Bags,2023-04-21,Wrong size,51.34,United States
RET2391,ORD120315,PRD1024,Sunglasses,2023-04-28,Wrong size,76.03,United States
RET2392,ORD120336,PRD1029,Scarves,2024-07-09,Changed mind,113.0,Canada
RET2393,ORD120372,PRD1001,Bags,2022-08-07,Changed mind,148.0,United Kingdom
RET2394,ORD120377,PRD1003,Bags,2023-12-09,Better price found,87.9,Australia
RET2395,ORD120442,PRD1001,Bags,2023-08-25,Changed mind,148.0,United States
RET2396,ORD120457,PRD1030,Scarves,2024-09-24,Wrong size,106.99,Australia
RET2397,ORD120491,PRD1022,Watches,2022-12-03,Wrong size,111.06,United States
RET2398,ORD120507,PRD1032,Belts,2023-03-03,Wrong size,69.94,United Kingdom
RET2399,ORD120532,PRD1015,Jewellery,2022-05-25,Better price found,33.82,United States
RET2400,ORD120539,PRD1007,Bags,2022-02-14,Defective item,128.67,Canada
RET2401,ORD120582,PRD1032,Belts,2024-01-21,Defective item,69.94,United States
RET2402,ORD120593,PRD1027,Sunglasses,2022-11-17,Not as described,35.64,United States
RET2403,ORD120597,PRD1023,Sunglasses,2024-07-13,Wrong size,120.94,United States
RET2404,ORD120601,PRD1022,Watches,2022-07-11,Not as described,111.06,United States
RET2405,ORD120635,PRD1003,Bags,2024-03-11,Not as described,87.9,United States
RET2406,ORD120640,PRD1006,Bags,2022-03-22,Defective item,45.21,Canada
RET2407,ORD120662,PRD1025,Sunglasses,2024-06-16,Wrong size,69.07,Australia
RET2408,ORD120670,PRD1012,Jewellery,2024-04-16,Wrong size,157.31,United States
RET2409,ORD120678,PRD1018,Watches,2023-11-24,Better price found,289.08,Canada
RET2410,ORD120696,PRD1024,Sunglasses,2023-12-04,Not as described,76.03,United Kingdom
RET2411,ORD120714,PRD1006,Bags,2023-04-11,Changed mind,45.21,Canada
RET2412,ORD120757,PRD1005,Bags,2022-02-09,Better price found,50.66,United Kingdom
RET2413,ORD120767,PRD1003,Bags,2024-11-01,Gift return,87.9,United States
RET2414,ORD120773,PRD1009,Jewellery,2023-04-03,Not as described,25.56,United States
RET2415,ORD120791,PRD1026,Sunglasses,2023-11-29,Better price found,148.49,Canada
RET2416,ORD120795,PRD1018,Watches,2023-02-16,Gift return,289.08,United States
RET2417,ORD120820,PRD1006,Bags,2023-07-31,Wrong size,45.21,United Kingdom
RET2418,ORD120834,PRD1006,Bags,2024-05-02,Better price found,45.21,United States
RET2419,ORD120853,PRD1019,Watches,2023-05-05,Wrong size,394.01,United States
RET2420,ORD120915,PRD1024,Sunglasses,2022-10-11,Wrong size,76.03,United States
RET2421,ORD120920,PRD1007,Bags,2023-07-18,Changed mind,128.67,United States
RET2422,ORD120932,PRD1005,Bags,2022-07-16,Changed mind,50.66,Australia
RET2423,ORD120933,PRD1023,Sunglasses,2022-03-31,Wrong size,120.94,United States
RET2424,ORD120939,PRD1025,Sunglasses,2023-01-31,Wrong size,69.07,United States
RET2425,ORD120948,PRD1009,Jewellery,2024-08-26,Defective item,25.56,United Kingdom
RET2426,ORD120951,PRD1022,Watches,2023-05-30,Not as described,111.06,United States
RET2427,ORD120959,PRD1025,Sunglasses,2024-03-01,Changed mind,69.07,United States
RET2428,ORD120963,PRD1006,Bags,2024-10-13,Wrong size,45.21,Australia
RET2429,ORD120979,PRD1004,Bags,2024-09-11,Better price found,136.77,United States
RET2430,ORD120983,PRD1013,Jewellery,2024-01-06,Wrong size,28.54,United States
RET2431,ORD120984,PRD1020,Watches,2022-10-24,Wrong size,412.66,United States
RET2432,ORD120986,PRD1018,Watches,2024-06-15,Gift return,289.08,United States
RET2433,ORD121063,PRD1026,Sunglasses,2024-09-08,Gift return,148.49,Canada
RET2434,ORD121067,PRD1017,Watches,2024-07-01,Not as described,330.2,United States
RET2435,ORD121076,PRD1013,Jewellery,2023-12-26,Defective item,28.54,Australia
RET2436,ORD121117,PRD1015,Jewellery,2022-11-18,Defective item,33.82,United Kingdom
RET2437,ORD121118,PRD1001,Bags,2024-03-06,Changed mind,148.0,United Kingdom
RET2438,ORD121135,PRD1008,Bags,2024-01-01,Changed mind,51.34,United States
RET2439,ORD121201,PRD1023,Sunglasses,2024-05-08,Wrong size,120.94,Canada
RET2440,ORD121210,PRD1020,Watches,2023-12-19,Defective item,412.66,United States
RET2441,ORD121245,PRD1002,Bags,2022-11-03,Changed mind,259.42,United Kingdom
RET2442,ORD121245,PRD1032,Belts,2022-11-04,Gift return,69.94,United Kingdom
RET2443,ORD121251,PRD1003,Bags,2022-11-23,Defective item,87.9,Canada
RET2444,ORD121258,PRD1023,Sunglasses,2023-02-08,Changed mind,120.94,United Kingdom
RET2445,ORD121273,PRD1020,Watches,2024-05-07,Wrong size,412.66,United States
RET2446,ORD121287,PRD1005,Bags,2024-03-09,Better price found,50.66,United States
RET2447,ORD121299,PRD1011,Jewellery,2023-06-21,Not as described,79.96,Canada
RET2448,ORD121306,PRD1005,Bags,2022-09-28,Defective item,50.66,United States
RET2449,ORD121318,PRD1019,Watches,2022-02-09,Defective item,394.01,United States
RET2450,ORD121335,PRD1005,Bags,2022-11-27,Defective item,50.66,United States
RET2451,ORD121356,PRD1024,Sunglasses,2024-07-12,Better price found,76.03,United States
RET2452,ORD121359,PRD1007,Bags,2023-07-31,Defective item,128.67,Canada
RET2453,ORD121366,PRD1027,Sunglasses,2022-06-14,Gift return,35.64,United States
RET2454,ORD121371,PRD1011,Jewellery,2022-12-30,Changed mind,79.96,Canada
RET2455,ORD121403,PRD1013,Jewellery,2022-09-18,Wrong size,28.54,United Kingdom
RET2456,ORD121419,PRD1017,Watches,2023-12-05,Better price found,330.2,United States
RET2457,ORD121420,PRD1024,Sunglasses,2024-03-06,Changed mind,76.03,United States
RET2458,ORD121420,PRD1008,Bags,2024-02-27,Gift return,51.34,United States
RET2459,ORD121441,PRD1032,Belts,2022-08-07,Changed mind,69.94,Canada
RET2460,ORD121443,PRD1008,Bags,2022-08-14,Changed mind,51.34,United Kingdom
RET2461,ORD121449,PRD1001,Bags,2024-04-15,Changed mind,148.0,Australia
RET2462,ORD121449,PRD1033,Belts,2024-04-13,Wrong size,86.54,Australia
RET2463,ORD121451,PRD1011,Jewellery,2024-04-25,Wrong size,79.96,Canada
RET2464,ORD121453,PRD1025,Sunglasses,2023-05-23,Changed mind,69.07,United States
RET2465,ORD121469,PRD1026,Sunglasses,2022-10-08,Wrong size,148.49,United States
RET2466,ORD121469,PRD1002,Bags,2022-10-20,Not as described,259.42,United States
RET2467,ORD121475,PRD1005,Bags,2022-11-23,Gift return,50.66,United States
RET2468,ORD121499,PRD1005,Bags,2022-04-17,Not as described,50.66,United States
RET2469,ORD121533,PRD1001,Bags,2023-01-19,Changed mind,148.0,United States
RET2470,ORD121534,PRD1018,Watches,2022-12-15,Changed mind,289.08,United States
RET2471,ORD121538,PRD1029,Scarves,2024-08-04,Wrong size,113.0,United Kingdom
RET2472,ORD121557,PRD1002,Bags,2023-03-29,Wrong size,259.42,United States
RET2473,ORD121576,PRD1017,Watches,2024-05-23,Wrong size,330.2,United States
RET2474,ORD121583,PRD1020,Watches,2022-08-08,Changed mind,412.66,United Kingdom
RET2475,ORD121597,PRD1030,Scarves,2022-04-26,Wrong size,106.99,United Kingdom
RET2476,ORD121604,PRD1008,Bags,2023-12-14,Wrong size,51.34,United States
RET2477,ORD121610,PRD1032,Belts,2022-08-20,Not as described,69.94,United States
RET2478,ORD121624,PRD1003,Bags,2022-11-24,Wrong size,87.9,United States
RET2479,ORD121643,PRD1027,Sunglasses,2022-08-09,Not as described,35.64,United States
RET2480,ORD121656,PRD1027,Sunglasses,2024-11-13,Better price found,35.64,United States
RET2481,ORD121672,PRD1028,Scarves,2023-01-29,Defective item,92.58,United Kingdom
RET2482,ORD121706,PRD1008,Bags,2023-04-12,Changed mind,51.34,Australia
RET2483,ORD121711,PRD1005,Bags,2023-09-08,Changed mind,50.66,United States
RET2484,ORD121712,PRD1016,Jewellery,2023-02-05,Changed mind,23.57,United States
RET2485,ORD121715,PRD1017,Watches,2024-01-06,Gift return,330.2,United Kingdom
RET2486,ORD121773,PRD1033,Belts,2022-11-23,Wrong size,86.54,Canada
RET2487,ORD121774,PRD1020,Watches,2022-11-08,Changed mind,412.66,Australia
RET2488,ORD121775,PRD1004,Bags,2022-12-10,Wrong size,136.77,United Kingdom
RET2489,ORD121784,PRD1018,Watches,2024-06-27,Defective item,289.08,Canada
RET2490,ORD121800,PRD1019,Watches,2024-06-03,Better price found,394.01,Canada
RET2491,ORD121808,PRD1032,Belts,2024-06-07,Better price found,69.94,Canada
RET2492,ORD121813,PRD1006,Bags,2023-11-02,Better price found,45.21,Australia
RET2493,ORD121828,PRD1018,Watches,2023-11-27,Wrong size,289.08,United States
RET2494,ORD121834,PRD1020,Watches,2022-12-01,Changed mind,412.66,Canada
RET2495,ORD121840,PRD1020,Watches,2022-11-20,Gift return,412.66,United States
RET2496,ORD121853,PRD1031,Belts,2023-01-11,Better price found,24.77,United States
RET2497,ORD121856,PRD1024,Sunglasses,2024-04-20,Wrong size,76.03,United Kingdom
RET2498,ORD121861,PRD1032,Belts,2023-01-07,Changed mind,69.94,United States
RET2499,ORD121879,PRD1008,Bags,2022-02-02,Wrong size,51.34,United States
RET2500,ORD121925,PRD1003,Bags,2023-07-11,Defective item,87.9,Canada
RET2501,ORD121954,PRD1002,Bags,2023-09-27,Not as described,259.42,United States
RET2502,ORD121991,PRD1003,Bags,2024-06-18,Defective item,87.9,Australia
RET2503,ORD121999,PRD1013,Jewellery,2024-07-03,Wrong size,28.54,United States
RET2504,ORD122003,PRD1018,Watches,2023-02-12,Defective item,289.08,United Kingdom
RET2505,ORD122043,PRD1020,Watches,2024-04-02,Better price found,412.66,United States
RET2506,ORD122079,PRD1004,Bags,2024-09-28,Better price found,136.77,United States
RET2507,ORD122102,PRD1031,Belts,2023-04-22,Wrong size,24.77,Australia
RET2508,ORD122123,PRD1023,Sunglasses,2023-11-04,Wrong size,120.94,United States
RET2509,ORD122129,PRD1001,Bags,2023-07-19,Changed mind,148.0,United Kingdom
RET2510,ORD122156,PRD1001,Bags,2022-11-30,Better price found,148.0,United States
RET2511,ORD122168,PRD1010,Jewellery,2022-12-12,Changed mind,91.88,Canada
RET2512,ORD122171,PRD1026,Sunglasses,2024-02-25,Wrong size,148.49,United States
RET2513,ORD122174,PRD1008,Bags,2023-02-10,Defective item,51.34,United States
